country,country_code,year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Iceland,ISL,2004,2,90,25,1,0,3,3,0,1,8,2,689,82,6,6,35,1,2,1,534,0,20,20,1,1,16,84,14,53,2,0
Iceland,ISL,2005,2,92,26,1,0,3,2,0,1,8,2,684,84,6,6,35,0,3,1,546,0,20,21,1,1,16,87,14,54,2,0
Iceland,ISL,2006,2,95,27,1,0,3,2,0,1,9,2,690,83,6,7,36,1,3,1,561,0,21,22,1,1,15,88,15,55,2,0
Iceland,ISL,2007,2,99,29,1,0,3,2,0,1,9,2,688,84,6,7,36,0,3,1,573,0,21,23,1,1,15,91,15,55,2,0
Iceland,ISL,2008,2,102,29,1,0,3,3,0,1,9,2,677,85,6,7,37,0,3,1,578,0,21,24,1,1,14,91,15,55,2,0
Iceland,ISL,2009,2,106,30,1,0,3,3,0,1,10,2,676,84,6,7,37,0,4,1,588,0,21,25,1,1,14,92,15,56,2,0
Iceland,ISL,2010,2,109,31,1,0,3,3,0,1,10,2,669,85,5,7,37,0,4,1,594,0,21,26,1,1,13,93,15,56,2,0
Iceland,ISL,2011,1,113,32,1,0,3,2,0,1,10,2,673,86,5,7,37,0,4,1,600,0,21,27,1,1,12,95,15,57,2,0
Iceland,ISL,2012,1,118,33,2,0,3,2,0,1,10,2,681,86,5,8,37,0,4,1,609,0,22,28,1,1,12,97,15,57,2,0
Iceland,ISL,2013,1,123,33,2,0,3,2,0,1,10,2,678,88,5,8,37,0,4,1,611,0,22,29,1,1,12,98,15,58,2,0
Iceland,ISL,2014,1,127,32,2,0,3,2,0,1,11,1,659,87,5,8,36,0,4,1,594,0,21,29,1,1,11,96,15,57,2,0
Iceland,ISL,2015,1,131,33,2,0,3,2,0,1,11,1,671,89,4,8,37,0,5,1,605,0,22,30,1,1,11,99,16,58,2,0
Iceland,ISL,2016,1,136,34,2,0,3,2,0,1,12,1,678,92,4,8,37,0,5,1,617,0,23,31,1,1,11,102,16,59,2,0
Iceland,ISL,2017,1,142,35,2,0,2,3,0,1,13,1,688,98,4,8,37,1,5,1,625,0,24,32,1,2,11,107,16,59,2,0
Iceland,ISL,2018,1,146,36,2,0,2,2,0,1,15,1,701,100,4,8,37,0,5,1,636,0,26,33,1,2,11,110,17,61,2,0
Iceland,ISL,2019,1,151,37,2,0,2,2,0,1,14,1,724,102,4,8,37,0,5,1,654,0,26,33,1,2,11,111,17,62,2,0
Ireland,IRL,2000,36,882,229,16,0,65,42,2,5,119,52,12214,2307,132,97,539,1,11,15,7903,0,447,461,15,8,430,2308,298,1041,55,1
Ireland,IRL,2001,24,904,230,15,0,63,43,4,12,122,46,11553,2177,136,98,541,0,13,14,7856,0,438,454,16,8,404,2185,310,1031,52,1
Ireland,IRL,2002,24,931,233,15,0,62,47,4,11,127,44,11134,2087,127,94,535,0,15,12,7897,0,442,458,15,8,376,2117,314,1031,49,1
Ireland,IRL,2003,22,956,239,15,0,56,43,1,17,128,41,10683,1988,123,91,521,0,16,10,7960,0,446,461,13,8,340,2062,320,1025,44,1
Ireland,IRL,2004,20,987,244,15,0,57,36,1,13,137,39,10332,1876,114,92,529,0,18,9,8083,0,457,473,12,8,326,2014,333,1029,43,1
Ireland,IRL,2005,20,1026,251,14,0,56,30,3,8,153,37,9996,1781,105,97,533,2,21,9,8111,0,463,482,14,7,316,1976,343,1037,43,1
Ireland,IRL,2006,19,1069,261,13,0,56,46,2,4,166,38,9850,1709,104,100,538,0,23,9,8278,1,475,508,15,7,303,1968,363,1056,41,2
Ireland,IRL,2007,19,1105,267,13,0,56,53,3,15,175,38,9602,1571,102,104,545,0,30,8,8387,0,464,510,14,7,281,1962,375,1070,41,2
Ireland,IRL,2008,17,1144,275,13,0,57,50,4,18,187,36,9452,1505,112,105,565,0,34,7,8560,0,456,515,15,7,263,1960,388,1078,41,2
Ireland,IRL,2009,16,1186,285,12,0,57,57,5,16,198,35,9347,1456,108,103,593,0,37,7,8746,0,454,529,15,7,252,1995,398,1089,41,2
Ireland,IRL,2010,15,1225,288,11,0,51,49,5,13,189,33,8991,1369,112,102,557,0,39,7,8711,0,437,528,13,6,221,1964,383,1054,39,2
Ireland,IRL,2011,13,1284,307,10,0,53,40,4,13,196,32,9254,1377,106,96,565,2,42,7,9017,1,446,563,12,6,211,2078,397,1084,38,1
Ireland,IRL,2012,13,1334,322,10,0,53,43,4,12,188,31,9393,1383,103,94,540,0,45,6,9148,0,447,597,12,5,193,2151,401,1099,36,1
Ireland,IRL,2013,12,1374,335,9,0,51,36,3,12,186,29,9457,1385,103,90,510,0,49,6,9289,0,446,613,12,5,181,2213,394,1094,34,1
Ireland,IRL,2014,11,1417,345,9,0,51,36,2,9,181,28,9436,1407,98,88,490,1,53,6,9389,0,437,618,11,5,173,2258,384,1088,34,1
Ireland,IRL,2015,11,1472,361,9,0,50,30,2,10,180,27,9616,1475,95,89,464,2,54,6,9537,0,444,639,11,5,160,2337,386,1093,32,1
Ireland,IRL,2016,10,1521,369,9,0,47,31,2,10,180,28,9685,1527,85,91,446,0,51,6,9627,3,455,644,11,5,159,2366,381,1102,33,1
Ireland,IRL,2017,10,1569,381,10,0,46,31,2,9,185,28,9851,1585,83,92,441,0,50,6,9843,0,469,659,10,6,160,2423,383,1122,33,1
Ireland,IRL,2018,10,1613,394,10,0,46,32,2,9,194,29,10094,1649,78,94,441,2,50,6,10113,0,486,679,10,6,165,2485,385,1146,33,1
Ireland,IRL,2019,10,1657,407,10,0,45,32,2,9,200,30,10347,1713,74,95,435,0,49,7,10384,0,502,700,10,6,166,2548,388,1170,34,1
Italy,ITA,2000,232,23095,5086,286,0,452,777,27,1017,896,640,221750,9672,1332,251,4992,68,89,218,168116,0,18007,9556,150,158,9120,25045,15410,27593,451,62
Italy,ITA,2001,225,24693,5194,311,0,443,730,23,985,813,601,219673,9450,1313,256,4888,10,107,215,169591,0,18044,9759,142,181,8876,25002,15114,27344,441,63
Italy,ITA,2002,224,26828,5356,346,0,444,714,27,978,731,574,220075,9424,1240,266,4770,26,132,212,170780,1,18239,10049,128,210,8541,25515,14844,27198,442,69
Italy,ITA,2003,224,29170,5547,396,0,435,766,32,1333,670,547,221266,9286,1188,288,4656,34,184,204,172929,17,18686,10367,120,257,8145,26469,14646,27089,445,84
Italy,ITA,2004,221,30984,5521,400,0,421,737,26,1158,638,496,210895,8720,1179,302,4488,24,215,181,170704,1,18120,10472,108,267,7681,25780,13934,26127,433,89
Italy,ITA,2005,217,32693,5690,432,0,419,667,24,1105,615,479,210368,8837,1129,310,4414,12,260,178,171231,2,18334,10801,104,294,7381,26195,13699,26031,436,92
Italy,ITA,2006,216,34184,5876,469,0,419,666,26,987,593,469,210082,8846,1122,316,4393,20,307,177,172461,0,18535,11204,100,325,7154,26286,13429,26019,436,97
Italy,ITA,2007,211,35446,6120,511,0,422,673,26,1027,573,460,211335,9018,1104,324,4402,10,367,177,174694,0,18925,11702,99,359,6906,26715,13320,26230,442,99
Italy,ITA,2008,212,36488,6372,550,0,424,626,28,964,544,452,212473,9235,1104,332,4442,20,444,173,177251,1,19277,12236,96,387,6633,27110,13231,26522,454,98
Italy,ITA,2009,209,37394,6597,576,0,417,619,35,885,517,447,212468,9448,1086,336,4465,382,523,169,179228,0,19585,12657,94,407,6319,27417,13091,26720,461,96
Italy,ITA,2010,206,38341,6732,605,0,405,577,29,835,493,434,210138,9602,1024,340,4458,43,617,164,179568,12,19515,13009,90,429,6017,27325,12731,26604,463,96
Italy,ITA,2011,207,39890,6950,649,0,407,561,28,804,482,431,213028,10085,963,342,4501,33,722,163,181479,1,19920,13674,89,462,5847,27729,12570,26852,476,94
Italy,ITA,2012,207,41044,7157,683,0,401,559,25,845,484,424,214765,10513,921,342,4517,45,834,164,183217,0,20169,14309,89,491,5660,28140,12425,27086,484,94
Italy,ITA,2013,197,41753,7225,689,0,406,526,25,749,479,405,212517,10653,869,343,4479,39,919,160,182582,3,19986,14495,86,501,5352,27970,12105,26822,481,91
Italy,ITA,2014,193,42619,7361,707,0,378,482,19,671,474,401,212651,10911,820,346,4390,36,1008,160,183059,2,19936,14813,82,517,5198,28162,11918,26777,479,89
Italy,ITA,2015,197,43971,7690,752,0,376,500,23,667,483,414,221430,11663,792,349,4409,42,1117,170,186938,1,20751,15629,83,549,5228,29395,12183,27555,498,86
Italy,ITA,2016,187,45193,7666,757,0,360,475,18,677,482,408,219535,11703,737,350,4275,320,1171,168,185133,1,20229,15724,83,557,5111,29520,11890,27131,492,77
Italy,ITA,2017,186,46328,7720,754,0,355,482,19,661,506,410,224147,11834,684,350,4230,44,1070,170,186417,0,20533,15781,83,553,5139,29922,12010,27425,490,85
Italy,ITA,2018,186,47607,7904,765,0,354,488,19,641,537,420,231365,12144,642,350,4269,22,1041,177,189590,0,21166,16201,84,561,5234,30723,12282,28071,498,86
Italy,ITA,2019,185,48763,8036,773,0,351,488,18,621,563,426,236507,12393,605,351,4315,0,1012,180,192052,0,21590,16513,84,565,5273,31345,12450,28523,503,86
Latvia,LVA,2000,22,697,152,6,0,294,352,5,95,74,199,17900,437,90,428,814,0,5,231,5481,1,250,104,68,1,642,461,388,987,265,4
Latvia,LVA,2001,21,704,160,7,0,305,338,5,83,76,198,18682,466,84,411,816,0,5,299,5773,0,271,113,67,2,638,473,430,1060,274,4
Latvia,LVA,2002,20,711,161,7,0,283,322,2,81,74,176,18420,479,81,368,764,0,4,275,5771,0,269,116,64,2,597,468,434,1060,267,4
Latvia,LVA,2003,18,722,166,7,0,252,309,3,97,66,159,18379,473,78,350,691,0,4,262,5780,0,277,120,59,2,544,462,439,1071,250,3
Latvia,LVA,2004,17,733,167,7,0,241,274,3,80,62,144,18163,473,75,344,649,0,3,266,5832,1,277,128,57,2,513,457,451,1078,235,3
Latvia,LVA,2005,17,743,173,7,0,254,273,2,84,64,141,18604,505,73,347,654,0,3,280,6109,0,296,144,58,2,502,474,494,1140,237,3
Latvia,LVA,2006,18,755,183,8,0,257,268,3,98,65,137,19287,519,75,350,651,0,4,382,6447,2,337,166,57,2,485,489,550,1218,239,3
Latvia,LVA,2007,18,764,184,8,0,244,231,5,95,65,122,18773,491,77,333,624,2,4,260,6456,0,358,191,53,2,446,489,566,1225,218,3
Latvia,LVA,2008,16,775,181,8,0,211,223,3,118,59,101,17555,438,68,315,577,0,4,214,6207,1,357,210,43,2,371,463,523,1137,185,3
Latvia,LVA,2009,14,791,179,8,0,188,188,4,105,56,89,16856,408,60,306,539,0,4,188,6102,2,371,225,35,2,312,446,497,1088,166,3
Latvia,LVA,2010,12,808,179,8,0,186,177,3,131,52,81,16628,396,52,300,522,0,4,181,6111,0,382,242,28,2,287,446,484,1068,160,2
Latvia,LVA,2011,11,829,179,8,0,165,166,1,128,46,73,16290,389,52,294,482,0,4,165,6063,0,376,259,21,1,250,441,459,1029,148,2
Latvia,LVA,2012,10,855,180,8,0,156,158,3,138,45,69,16142,386,49,294,470,0,4,177,5998,0,371,275,18,1,235,443,446,1013,141,1
Latvia,LVA,2013,10,885,185,7,0,155,158,2,148,43,69,16414,397,44,293,464,1,5,148,6092,0,379,295,17,1,228,451,458,1042,139,1
Latvia,LVA,2014,10,908,182,6,0,154,163,3,141,42,63,15979,383,40,289,448,0,5,138,5966,0,371,297,17,1,220,445,443,1012,133,1
Latvia,LVA,2015,10,928,183,6,0,142,139,7,144,42,62,15740,372,37,294,433,0,5,124,5842,0,360,295,15,1,207,441,431,991,127,1
Latvia,LVA,2016,9,948,182,6,0,129,138,3,134,44,56,15514,354,32,288,402,0,4,115,5635,0,345,277,15,1,193,429,402,951,118,1
Latvia,LVA,2017,9,970,185,6,0,127,137,3,128,46,55,15548,352,31,287,399,0,4,112,5608,0,340,270,15,1,192,429,396,947,116,1
Latvia,LVA,2018,8,1002,188,5,0,124,136,3,123,48,54,15702,352,29,286,395,0,4,109,5609,0,337,267,15,1,192,432,392,946,115,1
Latvia,LVA,2019,8,1031,190,5,0,122,136,2,118,51,53,15779,350,27,285,392,0,4,107,5601,0,335,263,15,1,189,433,388,945,113,1
Lithuania,LTU,2000,35,957,158,4,0,416,425,4,57,85,337,20116,483,96,562,1664,0,6,219,7634,0,227,214,157,2,813,1066,648,1305,164,3
Lithuania,LTU,2001,33,969,171,4,0,432,419,4,60,85,349,21048,516,85,559,1715,1,6,337,7991,0,235,230,169,2,851,1084,752,1460,170,2
Lithuania,LTU,2002,34,977,177,4,0,410,347,5,60,77,345,20968,537,79,542,1640,1,6,285,7965,0,235,234,168,2,832,1062,803,1533,161,2
Lithuania,LTU,2003,33,990,187,4,0,386,394,2,70,76,345,21231,565,77,538,1573,0,6,300,8058,0,237,240,172,2,819,1045,886,1651,158,2
Lithuania,LTU,2004,32,1005,195,4,0,374,376,4,85,73,342,21346,596,75,539,1516,0,5,326,8077,0,240,243,174,2,806,1018,967,1766,154,2
Lithuania,LTU,2005,32,1026,213,4,0,399,401,3,62,78,371,22657,663,73,551,1555,1,5,380,8483,0,262,259,189,2,828,1041,1147,2027,164,2
Lithuania,LTU,2006,32,1047,227,4,0,403,379,1,63,86,379,23327,701,72,558,1534,2,5,416,8640,0,270,268,194,2,818,1041,1313,2262,162,2
Lithuania,LTU,2007,32,1062,239,5,0,415,372,2,76,95,383,23757,737,70,552,1556,0,6,441,9074,0,276,272,199,2,786,1046,1455,2464,154,2
Lithuania,LTU,2008,29,1081,245,5,0,368,357,3,84,94,336,23217,690,66,517,1442,1,6,404,8931,1,266,263,177,2,658,975,1389,2410,135,2
Lithuania,LTU,2009,24,1101,239,4,0,308,279,1,78,86,274,21659,609,61,463,1268,0,6,349,8383,0,241,240,148,2,523,888,1198,2181,111,1
Lithuania,LTU,2010,23,1132,247,4,0,294,264,2,89,84,257,21923,582,57,435,1237,4,7,420,8535,0,240,240,138,2,464,877,1171,2191,105,1
Lithuania,LTU,2011,22,1173,252,4,0,272,244,2,78,85,241,21835,567,52,410,1202,0,8,322,8428,0,239,242,123,2,422,857,1131,2170,95,1
Lithuania,LTU,2012,21,1219,258,4,0,255,216,3,68,92,231,21766,561,44,385,1174,0,9,351,8371,0,241,245,114,2,396,840,1091,2160,92,1
Lithuania,LTU,2013,22,1275,268,5,0,245,212,2,65,100,224,22140,584,41,367,1185,0,10,295,8453,0,244,255,111,2,374,841,1088,2205,87,1
Lithuania,LTU,2014,19,1326,268,5,0,229,189,2,75,111,208,21628,562,42,348,1109,0,11,264,8251,0,236,254,101,2,345,808,1009,2120,78,1
Lithuania,LTU,2015,19,1373,278,5,0,213,186,3,69,124,199,22135,580,43,336,1078,0,14,250,8409,0,245,266,98,2,325,818,999,2149,74,1
Lithuania,LTU,2016,18,1414,282,5,0,204,165,2,76,133,190,22068,586,40,322,1034,0,16,245,8404,0,249,272,96,2,300,810,975,2131,68,1
Lithuania,LTU,2017,17,1449,276,5,0,175,133,2,67,133,164,21153,545,32,308,912,0,17,213,7956,0,247,267,87,3,268,772,869,1963,59,1
Lithuania,LTU,2018,16,1494,278,5,0,172,149,2,64,149,158,21346,539,31,314,883,0,15,211,7947,0,241,264,85,2,264,785,847,1920,60,1
Lithuania,LTU,2019,16,1542,276,4,0,168,150,2,61,169,152,21301,531,29,317,857,0,14,200,7870,0,238,262,83,2,262,779,830,1882,60,1
Luxembourg,LUX,2000,2,131,37,5,0,3,7,0,4,15,3,1445,112,11,22,67,2,7,1,1085,0,58,73,1,4,57,183,99,197,3,0
Luxembourg,LUX,2001,2,133,37,5,0,3,7,0,4,14,3,1406,114,11,22,66,0,7,1,1075,0,57,74,1,4,53,179,97,194,3,0
Luxembourg,LUX,2002,2,135,38,5,0,3,8,0,4,14,3,1392,119,10,22,66,0,8,1,1084,0,58,76,1,4,51,181,96,192,3,0
Luxembourg,LUX,2003,2,135,39,5,0,3,7,0,4,15,2,1365,120,9,22,64,0,9,1,1089,0,58,77,1,4,48,178,94,191,3,0
Luxembourg,LUX,2004,2,137,41,5,0,3,7,0,4,15,2,1355,119,8,22,64,0,10,1,1112,0,59,79,1,5,44,180,94,193,3,0
Luxembourg,LUX,2005,1,141,42,5,0,3,6,0,3,15,2,1344,119,7,22,63,0,11,1,1122,0,60,81,1,5,43,182,92,193,3,0
Luxembourg,LUX,2006,1,145,44,5,0,3,6,0,3,16,2,1333,118,7,22,63,0,12,1,1135,0,61,83,1,5,41,182,93,194,3,0
Luxembourg,LUX,2007,1,150,45,5,0,3,6,0,3,15,2,1300,117,6,22,61,0,13,1,1141,0,61,86,1,5,39,184,90,193,3,0
Luxembourg,LUX,2008,1,155,46,5,0,3,6,0,3,15,2,1270,116,6,22,60,0,14,1,1144,0,61,88,1,5,37,186,88,191,3,0
Luxembourg,LUX,2009,1,160,47,6,0,3,6,0,3,15,2,1263,117,6,22,60,0,14,1,1164,0,61,90,1,5,36,191,88,193,3,0
Luxembourg,LUX,2010,1,168,49,6,0,3,6,0,3,15,2,1262,117,6,23,61,0,15,1,1175,0,63,94,1,5,35,195,88,194,3,0
Luxembourg,LUX,2011,1,175,50,6,0,3,6,0,2,15,2,1254,118,6,23,62,0,15,1,1184,0,63,98,1,6,35,198,87,194,3,0
Luxembourg,LUX,2012,1,183,51,6,0,3,6,0,2,15,2,1251,119,6,24,63,0,15,1,1197,0,63,102,1,6,34,202,87,196,3,0
Luxembourg,LUX,2013,1,190,53,6,0,3,6,0,2,15,2,1253,120,7,24,63,0,15,1,1209,0,64,106,1,6,34,204,87,197,3,0
Luxembourg,LUX,2014,1,197,53,7,0,3,6,0,2,16,2,1236,120,7,25,65,0,15,1,1216,0,64,109,1,6,35,203,86,197,3,0
Luxembourg,LUX,2015,1,207,54,7,0,3,6,0,3,16,2,1222,123,7,25,66,0,15,1,1207,0,64,111,1,6,35,205,85,197,3,0
Luxembourg,LUX,2016,1,214,53,7,0,3,6,0,2,16,2,1212,123,7,26,66,0,16,1,1195,0,62,110,1,7,36,204,84,197,3,0
Luxembourg,LUX,2017,1,223,54,7,0,3,7,0,2,15,2,1253,128,7,26,67,0,16,1,1226,0,64,113,1,7,37,210,86,201,3,0
Luxembourg,LUX,2018,1,232,56,7,0,3,7,0,2,15,2,1290,132,6,27,68,0,16,1,1258,0,66,116,1,7,37,215,88,206,3,0
Luxembourg,LUX,2019,1,241,57,8,0,3,7,0,2,15,2,1332,137,6,28,69,0,17,1,1295,0,68,119,1,7,38,221,90,212,3,0
Moldova,MDA,2000,48,697,153,7,0,329,596,13,193,40,441,24798,1085,343,300,755,0,34,193,5267,1,397,145,257,5,639,1795,3374,4224,159,9
Moldova,MDA,2001,43,725,152,6,0,329,522,17,162,40,452,24859,1068,297,314,757,0,32,216,5248,0,378,145,270,4,639,1765,3417,4266,157,7
Moldova,MDA,2002,43,746,158,6,0,326,494,13,184,38,471,26021,1079,252,343,765,1,28,243,5400,0,376,151,287,4,640,1840,3523,4400,161,5
Moldova,MDA,2003,41,762,161,5,0,316,456,10,186,36,490,26725,1101,234,367,777,0,26,271,5557,0,376,155,296,3,641,1859,3641,4540,165,4
Moldova,MDA,2004,40,777,158,4,0,318,408,10,216,35,499,26074,1102,221,399,783,1,23,288,5623,0,356,155,293,3,638,1770,3661,4566,171,3
Moldova,MDA,2005,39,796,160,4,0,349,428,10,220,36,543,26655,1181,213,446,848,0,20,320,6006,0,366,170,303,3,669,1776,3936,4888,192,2
Moldova,MDA,2006,35,822,158,4,0,333,395,9,223,35,521,25937,1150,214,477,824,0,17,345,6007,2,346,177,286,2,649,1660,3838,4756,191,2
Moldova,MDA,2007,38,846,161,4,0,320,380,10,245,33,505,26116,1144,225,523,804,0,15,313,6094,0,319,200,274,2,650,1596,3775,4663,186,2
Moldova,MDA,2008,39,870,161,3,0,300,369,15,240,33,479,25785,1121,243,540,791,3,14,311,6164,0,300,209,262,2,625,1500,3665,4525,182,2
Moldova,MDA,2009,36,897,161,3,0,292,346,9,216,30,471,25640,1111,251,558,798,0,13,321,6320,0,295,217,258,2,614,1416,3641,4503,183,1
Moldova,MDA,2010,36,924,164,2,0,296,343,15,211,33,463,26111,1116,243,560,821,1,12,345,6616,0,301,232,252,1,617,1375,3714,4590,189,1
Moldova,MDA,2011,32,953,153,2,0,240,285,8,205,29,366,23565,969,233,513,698,0,11,288,6133,0,266,217,215,1,535,1171,3217,4006,165,1
Moldova,MDA,2012,31,995,155,2,0,234,282,10,180,27,334,23565,964,220,501,688,0,10,321,6265,1,271,228,206,1,515,1098,3167,3962,160,1
Moldova,MDA,2013,29,1045,154,2,0,212,283,8,171,27,288,22990,934,211,484,654,0,9,257,6221,0,269,233,195,1,470,1015,3026,3808,146,1
Moldova,MDA,2014,29,1102,161,2,0,216,260,8,175,28,280,23998,994,201,493,680,0,9,269,6580,0,286,249,215,1,471,1003,3155,3975,136,1
Moldova,MDA,2015,27,1157,168,2,0,215,240,10,169,29,264,25116,1046,194,487,688,0,9,269,6896,0,303,269,224,1,464,1017,3244,4097,123,1
Moldova,MDA,2016,25,1202,167,2,0,201,230,8,154,27,235,25057,1019,183,461,650,0,9,248,6779,0,300,268,212,1,431,988,3086,3924,112,1
Moldova,MDA,2017,22,1218,163,2,0,178,174,6,167,25,200,24145,937,169,440,585,0,9,214,6421,0,286,255,192,1,388,949,2791,3582,99,1
Moldova,MDA,2018,21,1243,164,2,0,170,204,6,166,27,191,24062,904,154,440,562,0,8,201,6328,0,285,251,185,1,368,973,2766,3544,99,1
Moldova,MDA,2019,20,1259,163,2,0,167,208,6,163,28,184,23438,872,142,439,549,0,8,193,6245,0,284,245,180,1,360,971,2745,3513,97,1
Montenegro,MNE,2000,3,136,32,1,0,16,34,1,3,2,8,3069,64,72,8,126,0,1,6,1237,1,116,95,5,1,76,65,45,132,14,0
Montenegro,MNE,2001,3,137,33,1,0,15,33,1,3,1,8,3144,63,71,9,124,0,1,6,1282,1,119,98,5,1,72,66,46,135,14,0
Montenegro,MNE,2002,2,140,35,1,0,14,32,1,3,1,8,3230,63,65,9,122,0,1,6,1325,0,124,103,4,1,69,68,47,139,13,0
Montenegro,MNE,2003,2,143,36,1,0,13,31,1,3,1,7,3357,65,60,9,126,0,1,6,1370,0,129,108,4,1,71,70,48,143,14,0
Montenegro,MNE,2004,2,145,38,1,0,14,30,1,3,1,7,3465,65,54,9,128,0,1,6,1406,0,131,112,4,1,72,73,48,146,14,0
Montenegro,MNE,2005,2,147,40,1,0,14,29,1,3,1,7,3571,67,50,9,132,0,1,6,1442,0,134,116,4,1,75,76,49,149,14,0
Montenegro,MNE,2006,2,150,42,1,0,13,28,1,2,1,7,3647,67,45,9,134,0,1,6,1462,0,136,117,4,1,77,77,49,151,14,0
Montenegro,MNE,2007,2,151,44,1,0,13,27,1,2,1,6,3724,67,40,9,132,0,1,6,1477,0,138,118,4,1,76,78,49,152,14,0
Montenegro,MNE,2008,2,152,46,1,0,12,26,1,2,1,6,3753,67,38,9,129,0,1,6,1491,0,138,119,4,1,73,78,49,152,13,0
Montenegro,MNE,2009,2,154,47,1,0,12,25,1,2,1,6,3783,67,34,9,127,0,1,6,1507,0,139,119,4,1,71,79,49,153,13,0
Montenegro,MNE,2010,2,156,48,1,0,11,24,1,2,1,5,3784,67,32,8,122,0,1,6,1512,0,140,119,4,1,66,79,49,152,13,0
Montenegro,MNE,2011,2,159,50,1,0,10,24,1,2,1,5,3816,67,26,8,120,0,1,5,1528,0,142,120,4,1,64,80,49,152,13,0
Montenegro,MNE,2012,1,163,51,1,0,10,23,1,2,1,5,3837,67,24,8,118,0,1,6,1534,0,143,120,3,1,63,82,48,151,13,0
Montenegro,MNE,2013,1,167,53,1,0,11,23,1,2,1,5,3902,69,22,8,118,0,1,5,1559,0,146,123,3,1,63,84,49,152,13,0
Montenegro,MNE,2014,1,170,55,1,0,11,23,1,2,1,5,3979,70,21,8,118,0,1,5,1586,0,149,125,4,1,63,86,49,153,13,0
Montenegro,MNE,2015,1,174,56,1,0,10,22,0,2,1,5,4039,71,16,8,117,0,1,5,1607,0,152,127,3,1,62,87,50,154,13,0
Montenegro,MNE,2016,1,176,57,1,0,10,22,0,2,1,5,4047,71,16,8,119,0,1,5,1625,0,154,128,3,1,61,88,50,154,13,0
Montenegro,MNE,2017,1,179,58,1,0,10,22,0,1,1,5,4066,72,15,8,119,0,1,5,1643,0,155,129,3,1,60,89,50,154,12,0
Montenegro,MNE,2018,1,181,57,1,0,10,22,0,1,1,4,4007,70,14,8,118,0,1,5,1640,1,153,128,3,1,59,86,50,154,12,0
Montenegro,MNE,2019,1,185,57,1,0,9,21,0,1,1,4,3943,69,13,8,117,0,1,5,1644,0,152,127,3,1,59,85,50,153,12,0
Netherlands,NLD,2000,160,5828,1248,229,0,111,232,23,165,119,174,49240,7673,536,337,1862,0,164,24,40556,0,3870,2150,18,193,1375,8771,1847,6014,136,6
Netherlands,NLD,2001,160,5910,1279,231,0,110,247,19,159,124,166,48550,7575,533,348,1870,3,190,22,40990,1,4075,2223,19,193,1328,8803,1880,6150,139,6
Netherlands,NLD,2002,161,6000,1324,245,0,112,244,23,122,128,162,48299,7638,520,341,1910,2,222,19,41054,2,4163,2294,19,202,1292,8962,1935,6345,128,6
Netherlands,NLD,2003,152,6128,1374,248,0,110,249,13,120,132,159,47963,7744,490,336,1955,0,255,21,39454,0,4194,2389,19,204,1258,9194,2002,6530,126,6
Netherlands,NLD,2004,139,6068,1351,243,0,104,235,14,112,131,147,44799,7389,452,317,1874,0,274,17,41609,1,3949,2360,18,198,1128,8802,1896,6264,120,6
Netherlands,NLD,2005,136,6140,1370,244,0,99,210,16,98,126,141,43015,7355,457,312,1831,0,295,16,42369,0,3794,2399,17,192,1047,8778,1839,6136,134,5
Netherlands,NLD,2006,109,6238,1387,244,0,95,179,16,60,125,134,41332,7134,420,301,1796,0,315,16,43748,1,3602,2453,16,187,993,8697,1790,6035,116,5
Netherlands,NLD,2007,103,6350,1402,244,0,89,177,11,83,125,121,39661,6920,394,299,1758,7,335,15,44748,7,3397,2520,15,184,947,8636,1740,5911,112,5
Netherlands,NLD,2008,100,6510,1436,241,0,87,180,10,64,134,113,38765,6831,384,300,1794,0,359,15,46029,6,3267,2621,15,181,909,8668,1729,5879,111,5
Netherlands,NLD,2009,100,6660,1467,237,0,86,178,10,79,138,106,37942,6681,380,308,1817,0,367,15,47071,11,3135,2706,15,174,866,8700,1696,5799,108,5
Netherlands,NLD,2010,98,6831,1502,233,0,84,165,6,59,136,102,37570,6452,369,315,1863,5,385,15,48019,3,3042,2851,15,169,834,8790,1678,5778,105,4
Netherlands,NLD,2011,96,7036,1541,227,0,83,163,6,69,141,96,37358,6259,348,334,1911,0,398,15,48950,0,2954,2991,15,160,819,8944,1656,5760,103,4
Netherlands,NLD,2012,92,7254,1591,218,0,84,160,7,56,145,93,37670,6139,347,359,1968,0,411,15,50183,0,2929,3159,15,147,808,9232,1667,5812,102,5
Netherlands,NLD,2013,92,7441,1622,207,0,82,144,7,54,149,93,37725,5758,342,410,1998,2,400,15,50842,1,2894,3285,14,131,776,9373,1648,5786,100,5
Netherlands,NLD,2014,92,7630,1647,194,0,81,146,6,51,151,91,37672,5468,339,445,1996,0,398,14,51271,186,2859,3361,14,115,756,9387,1628,5747,99,5
